appid,title,total_reviews,review_percent
793350,Swarmlake,1852,94.71
793370,KIDS,1982,82.69
793460,112 Operator,7093,89.31
794260,Outward Definitive Edition,30098,72.86
794540,Neo Cab,2770,79.6
794600,LET IT DIE,6204,74.84
794800,Clue/Cluedo: Classic Edition,3481,87.42
795420,The Darkside Detective: A Fumble in the Dark,1915,95.77
797430,HD Poker: Texas Hold'em,4753,80.1
797400,Railroad Corporation,1471,73.56
798290,MXGP PRO,1308,85.24
798460,Ni no Kuni Wrath of the White Witch™ Remastered,4952,83.76
798420,Professional Fishing,4202,76.34
798510,SUPER DRAGON BALL HEROES WORLD MISSION,1813,82.79
798490,Othercide,5121,82.05
798840,Panzer War : Definitive Edition,1292,85.06
799070,Zup! 8,4406,95.48
799600,Cosmoteer: Starship Architect & Commander,12391,94.54
799640,Dungeon Munchies,7066,97.18
799960,Wizard101,9093,82.67
800270,Terraforming Mars,7089,70.52
801480,Agent A: A puzzle in disguise,5964,95.27
801630,UNDER NIGHT IN-BIRTH Exe:Late[cl-r],3830,94.31
801550,VAIL,3150,74.44
801800,Atomfall,4603,78.32
802200,Hellbound: Survival Mode,1914,87.46
802890,Muv-Luv Alternative,3537,96.13
802880,Muv-Luv,1913,93.78
803050,Per Aspera,5655,75.92
803330,Destroy All Humans!,11264,92.36
803600,Disgaea 5 Complete,3524,87.46
804010,SteamWorld Quest: Hand of Gilgamech,2222,86.86
804270,Chex Quest HD,2064,80.23
804490,Creed: Rise to Glory™,2189,73.78
804700,The House in Fata Morgana: A Requiem for Innocence,1690,97.46
805590,ARMORED HEAD,1269,98.11
805550,Assetto Corsa Competizione,44482,92.68
805850,Wrecked,2264,77.74
805940,RUSSIA BATTLEGROUNDS,4459,77.1
806140,Achievements printer,1867,85.16
807120,Iratus: Lord of the Dead,8108,85.59
808910,STAR WARS™ Episode I Racer,2259,86.9
809020,ZeroRanger,2110,95.97
809140,Cliff Empire,4339,87.32
809230,Unity of Command II,2080,79.81
809880,Degrees of Separation,1265,80.95
810040,Swords 'n Magic and Stuff,1160,93.28
810670,NALOGI,1637,78.5
811320,Jupiter Hell,2049,92.04
812140,Assassin's Creed® Odyssey,181980,88.79
812810,missed messages.,15407,96.06
813230,ANIMAL WELL,23419,95.82
813630,Supraland,14599,95.16
814000,ONE PIECE ODYSSEY,3359,78.8
813780,Age of Empires II: Definitive Edition,175141,94.93
814380,Sekiro™: Shadows Die Twice - GOTY Edition,344211,95.28
814370,Monster Sanctuary,12290,91.36
814540,Changed,18039,86.5
814680,Unbound: Worlds Apart,1292,83.82
815370,Green Hell,93321,84.97
815780,PIPE by BMX Streets,6177,93.04
816090,Space Hulk: Deathwing Enhanced Edition,10588,72.28
816340,Kingdom Rush Origins - Tower Defense,7577,95.71
816350,The Flood,1244,83.76
817510,Golfing Over It with Alva Majo,1569,74.25
817540,SpellForce 3 Soul Harvest,2291,84.77
817840,Max Gentlemen Sexy Business!,1668,92.75
818320,LEGO® The Incredibles,2381,90.17
819030,STEINS;GATE ELITE,1616,90.28
820520,Deceive Inc.,7807,81.23
821250,Flotsam,4200,79.86
821880,Idol Manager,4024,87.5
822240,Animal Jam,3538,78.07
823130,Totally Accurate Battlegrounds,87628,88.44
823500,BONEWORKS,36237,92.29
823910,Last Evil,3594,94.07
824270,KovaaK's,39124,93.05
824600,HROT,6243,96.72
824720,Pure Rock Crawling,1293,83.99
825630,STEINS;GATE 0,7883,96.12
826600,I am not a Monster: First Contact,1281,76.5
826630,Iron Harvest,15694,72.7
826940,Maid of Sker,2380,78.61
828070,Treasure Hunter Claire,2367,88.59
828740,Tales of the Neon Sea,4792,85.83
828900,The Stillness of the Wind,1694,74.85
829280,Kaze and the Wild Masks,1937,93.86
829110,LEGO® DC Super-Villains,7739,91.21
829590,CryoFall,6386,78.56
829660,No Time to Relax,2745,91.8
830820,Jets'n'Guns 2,1281,90.32
831560,WARRIORS OROCHI 4,5540,86.55
833040,Hiveswap Friendsim,1383,92.77
833360,Star Valor,3316,88.57
834280,Fishing Sim World®: Pro Tour,1157,79.52
834740,Circle Empires,4088,89.51
835430,La-Mulana 2,1041,85.59
835960,The Talos Principle 2,12877,95.15
836640,寄居隅怪奇事件簿 Hermitage Strange Case Files,1992,80.67
837470,Untitled Goose Game,23992,95.84
838310,Bloodstained: Curse of the Moon,4414,94.38
838380,DEAD OR ALIVE 6,9779,75.33
838350,太吾绘卷 The Scroll Of Taiwu,62030,70.23
839310,Signal Simulator,1022,79.65
839770,Phoenix Point,6893,72.91
839910,Mythgard,1343,85.41
840010,Garden Paws,2483,90.21
841190,"Honey, I Joined a Cult",1872,73.34
842180,Prison Simulator,2457,86.04
842780,NavalArt,2153,90.34
842910,The MISSING: J.J. Macfield and the Island of Memories,1399,88.78
843200,Alien Hominid Invasion,1719,88.37
843260,The Bard's Tale Trilogy,1508,95.16
843390,Vertigo 2,2643,95.38
843380,Super Animal Royale,43866,93.18
843810,完美的一天 / A Perfect Day,1799,84.77
844260,Rustler (Grand Theft Horse),1927,75.3
844590,Hypnospace Outlaw,5311,96.86
844850,Tower Hunter: Erza's Trial,1939,71.63
844930,Fox Hime Zero,5901,97.32
845070,The Awesome Adventures of Captain Spirit,14755,92.78
845880,Touhou: Scarlet Curiosity,1290,92.56
845890,Moonbreaker,1447,83.97
846110,The friends of Ringo Ishikawa,3058,88.85
846470,Moss,3373,95.08
846030,ΔV: Rings of Saturn,3283,92.84
846870,Yooka-Laylee and the Impossible Lair,1404,80.77
846770,DYSMANTLE,11277,90.72
847370,Sunset Overdrive,13962,90.09
848350,Katamari Damacy REROLL,6487,93.4
848450,Subnautica: Below Zero,102005,90.26
848480,Creeper World 4,4600,95.02
849740,Love Esquire - RPG/Dating Sim/Visual Novel,1132,90.46
850000,Noel the Mortal Fate Complete Edition,3275,86.47
850190,Goat Simulator 3,14497,97.74
850320,PHOGS!,1368,79.09
851100,Touhou Luna Nights,14598,97.38
851800,G2 Fighter / 基因特工,3010,78.37
851890,Gal*Gun 2,2462,83.55
852220,Accident,1696,76.89
852110,RetroMaze,1561,96.35
851850,DRAGON BALL Z: KAKAROT,57112,93.21
852480,Snow Daze: The Music of Winter Special Edition,1362,92.44
853450,Nevergrind Online,1292,86.61
853550,Equilinox,2996,92.49
853770,Maximum Action,3823,89.69
854940,Ikenfell,1223,90.92
855010,270 | Two Seventy US Election,1093,75.75
855640,My Brother Rabbit,2013,96.27
855860,Superfighters Deluxe,3452,88.93
855740,Bum Simulator,4602,88.35
857450,ISLAND,1747,94.73
857980,Void Bastards,5382,85.8
858210,Nova Drift,14383,95.68
858260,Until You Fall,3283,94.21
858710,Gravity Circuit,3433,93.97
858760,Scalak,1079,97.22
858810,Dawn of Man,17615,86.79
858820,Tribes of Midgard,23063,76.46
858940,Flowers -Le volume sur ete-,1279,98.83
859570,Secret Neighbor: Hello Neighbor Multiplayer,19012,85.91
860510,Little Nightmares II,55461,93.17
860950,Mark of the Ninja: Remastered,6733,96.21
860890,Factory Town,4417,90.81
860910,Hentai 3018,1476,78.93
861540,Dicey Dungeons,11490,89.41
861650,Session: Skate Sim,15514,82.92
861250,Cyber Shadow,1486,83.78
862690,"Kid,napper: Gosh, I'm Kidnapped by a Pupil",4448,88.02
862800,Storm Chasers,2820,89.47
863570,Super Seducer 2 - Advanced Seduction Tactics,1751,82.58
863590,Starcom: Nexus,2265,90.64
864060,Marble It Up! Ultra,1105,92.67
865090,AHEGAL,1371,88.4
865360,We Were Here Together,17162,82.41
865570,Pact with a witch,1661,92.53
865540,PLAYNE : The Meditation Game,1217,93.51
865680,The Eternal Cylinder,1157,89.63
866140,Arise: A Simple Story,2953,91.77
866440,What Never Was,5059,94.56
866570,System Shock 2: 25th Anniversary Remaster,1990,87.59
866800,The Walking Dead: The Final Season,20923,95.03
867210,Songs of Conquest,13066,85.75
868020,Aperture Hand Lab,1584,86.05
868360,Project Hospital,8992,88.88
868520,killer7,3742,92.62
870200,Juno: New Origins,3354,89.33
870780,Control Ultimate Edition,58668,86.38
871540,BMX Streets,3885,81.06
871530,Radio Commander: Vietnam '64,2031,72.13
871720,Ultimate Custom Night,61873,94.88
871980,Digimon Survive,3587,79.17
872200,Rogue Company,25813,74.27
872670,SCP: 5K,14502,79.82
873190,ЕСТЬ ДВА СТУЛА,1951,86.88
873940,Crying Suns,4442,86.06
873840,Truck & Logistics Simulator,2387,70.76
874390,The Battle of Polytopia,5709,93.99
874260,The Forgotten City,12962,96.06
876160,Occupy White Walls,1314,92.31
876650,Aground,1959,94.08
876850,WhiteLily 1：丽丽公主,1205,93.86
877010,Beyond Contact,1105,71.4
877200,Zero Caliber VR,4914,76.27
878380,东方大战争 ~ Touhou Big Big Battle,4023,80.16
878670,Shenmue III,1390,73.09
878750,Hentai Girl,14251,92.39
879160,Battlerite Royale,8165,74.3
879510,Lucy Got Problems,1993,88.26
880510,Girl and Goblin,1944,88.12
880950,爱上火车-Pure Station-,3615,96.54
880940,Pummel Party,56530,88.64
881020,Granblue Fantasy: Relink,51070,90.01
881100,Noita,85502,95.22
881690,The Slater,1025,74.83
882100,XCOM®: Chimera Squad,23211,71.27
882140,Reentry - A Space Flight Simulator,1199,96.75
882710,東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival,1433,96.23
882790,天命奇御 Fate Seeker,13365,90.8
883360,Beyond Blue,1437,88.45
883710,Resident Evil 2,196131,97.02
883860,Cadria Item Shop,1573,72.35
884260,Akane,2859,95.56
884660,CRSED: Cuisine Royale,38604,78.7
885000,Synth Riders,1635,91.8
885140,七人杀阵 - Seven Sacrifices,1063,80.06
885150,Capcom Beat 'Em Up Bundle,1422,87.97
885640,Lynne,1111,80.02
885570,Nova-Life: Amboise,1721,79.31
885970,Total War: ROME REMASTERED,13073,76.76
885810,The Witch's House MV,3857,95.13
886250,Vegas Infinite by PokerStars,8072,79.44
886900,Chef: A Restaurant Tycoon Game,1478,73.34
887570,NEBULOUS: Fleet Command,3810,81.47
888090,TREE,2297,93.34
888790,Sabbat of the Witch,2366,93.45
889510,SENRAN KAGURA Burst Re:Newal,2557,93.12
889910,Hell Pie,1658,89.75
890550,RUMBLE,3492,87.11
890720,In Other Waters,2436,87.15
891040,Pool 2D - Poolians,10038,86.43
891220,pla_toon,1464,87.98
892970,Valheim,528087,94.12
893030,Music Racer,3638,87.99
893180,Catherine Classic,10741,87.21
893680,Project Warlock,6005,86.99
893850,THE LONGING,7245,92.23
893720,One Hand Clapping,1074,85.57
894020,Death's Door,20932,93.21
894940,Littlewood,6787,93.21
895400,Deadside,39971,75.97
895620,Spellcaster University,4206,82.74
895870,Project Wingman,21117,93.83
896160,Evil Bank Manager,1759,76.46
896520,Stay Out of the House,1747,94.68
896890,VR Paradise - Steam Edition,1320,83.71
897030,Paratopic,2096,73.66
897220,Summer Pockets,4774,98.62
897330,Coloring Pixels,8430,96.16
897450,The Survivalists,9916,76.46
897820,Reigns: Game of Thrones,1028,78.11
898750,Super Robot Wars 30,6362,86.2
898650,The Shapeshifting Detective,1673,77.29
898890,Endling - Extinction is Forever,3197,95.37
898920,Axis & Allies 1942 Online,4961,78.31
899310,Iron Danger,1000,72.6
899440,GOD EATER 3,9785,79.17
900040,ELEX II,6753,73.14
899770,Last Epoch,116772,76.68
899970,NEKOPARA Extra,3964,97.12
900270,Reventure,9724,94.78
901735,The Stronghold Collection,5553,88.85
900883,The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe (2009),52124,95.05
905340,Heave Ho,2540,91.42
906100,Observation,5053,78.35
906870,FurryFury: Smash & Roll,1475,81.63
907470,Iris.Fall,2853,88.36
908100,九州：商旅（Nine Provinces: Caravan）,1143,90.9
909080,Cube Escape: Paradox,11516,97.12
909660,Vagrus - The Riven Realms,1638,85.84
910490,Killsquad,3491,70.24
911430,Good Company,1758,73.55
913060,Jet Lancer,1183,92.56
913550,I wanna be the Creator,2967,95.11
913740,WORLD OF HORROR,9718,89.78
914010,Train Station Renovation,2708,82.13
914020,Gibbous -  A Cthulhu Adventure,2267,89.5
914260,HALF DEAD 2,2237,84.22
914620,Mist Survival,14020,76.17
914690,Hentai Shooter 3D,1339,76.03
914710,Cat Quest II,6989,95.42
914750,Bee Simulator,1405,74.38
914800,Coffee Talk,12099,94.81
915600,Them and Us,1563,75.05
915310,SNKRX,4323,94.52
915460,ULTIMATE HARDBASS DEFENCE,2208,91.58
915320,Pixel Strike 3D,12571,74.02
916440,Anno 1800,30700,81.34
916730,Gato Roboto,5037,94.34
916840,The Walking Dead: Saints & Sinners,9937,85.72
917150,Godhood,1080,71.57
917680,"one night, hot springs",3082,95.59
917720,Gamedec - Definitive Edition,1685,80.3
917950,Vellum,1336,90.64
918570,Century: Age of Ashes,18109,74.33
919360,Alaloth: Champions of The Four Kingdoms,1526,72.28
919640,Steel Division 2,9425,79.49
919370,Overdungeon,3102,79.66
920210,LEGO® Star Wars™: The Skywalker Saga,47243,90.32
921570,OCTOPATH TRAVELER™,16309,85.81
922460,Cheeky Chooks,2734,93.64
922500,KILL la KILL -IF,2057,71.46
923260,Golf Peaks,1024,95.02
923470,MOMO.EXE,1108,85.02
924140,Hand Simulator: Survival,9894,86.24
924750,Harold Halibut,1130,82.3
924980,Trials of Mana,5632,91.42
925950,Here Comes Niko!,1433,91.91
926140,CHANGE: A Homeless Survival Experience,2747,91.12
926340,Roman's Christmas / 罗曼圣诞探案集,1489,96.04
926990,WolfQuest: Anniversary Edition,12417,97.58
927250,Bladed fury,3162,86.53
927890,Hentai Girl Linda,4760,93.45
928950,LOEK,1055,93.27
929200,吞食孔明传 Tunshi Kongming Legends,1215,72.26
929670,Orion Sandbox Enhanced,1081,93.89
930210,HuniePop 2: Double Date,9339,91.21
930910,STEINS;GATE: Linear Bounded Phenogram,1205,97.01
931280,Iron Marines,1825,78.08
931500,Touhou Genso Wanderer -Reloaded- / 不可思议的幻想乡TOD -RELOADED- / 不思議の幻想郷TOD -RELOADED-,1826,93.04
931690,Himno,5800,91.05
932850,Simmiland,1907,87.41
933110,Age of Empires III: Definitive Edition,52480,85.34
933820,Endzone - A World Apart,9801,76.78
934580,Hell Wedding 夜嫁,1178,86.76
934700,Dead Island 2,23230,77.17
934780,American Fugitive,3207,74.71
934930,RDS - The Official Drift Videogame,1077,78.09
935880,Glass Masquerade 2: Illusions,3148,90.91
936720,Wrench,1938,85.76
936780,Warplanes: WW2 Dogfight,1746,86.25
936790,Life is Strange: True Colors,16392,88.88
937170,Otaku's Adventure,8844,94.81
937310,Infinitode 2 - Infinite Tower Defense,4041,91.22
937580,東方紺珠伝 ～ Legacy of Lunatic Kingdom.,1494,98.19
938220,TAPSONIC BOLD,1196,75.42
938380,Townsmen - A Kingdom Rebuilt,1332,70.72
939330,Tailor Tales,1001,94.81
939400,LoveChoice 拣爱,35641,92.48
939600,LOVE³ -Love Cube-,2448,94.32
939620,Pleasure Puzzle:Portrait 趣拼拼：肖像画,1875,90.72
939850,The Dark Pictures Anthology: Man of Medan,13172,76.75
939960,Far Cry® New Dawn,34122,75.4
940680,The Textorcist: The Story of Ray Bibbia,1644,81.14
940710,Colt Canyon,2048,88.33
940910,Minoria,2588,81.03
941460,Death Trash,3658,92.65
942140,Fap Queen,1417,81.58
942970,Unheard,32679,96.13
943380,Timberman VS,3385,91.29
943370,Bravery and Greed,1017,76.89
943700,Monster Girl Island: Prologue,16933,95.02
944010,S.W.I.N.E. HD Remaster,1242,90.98
944020,Dream Ending,3193,96.81
944220,Gachi Heroes,2271,93.7
945360,Among Us,724397,91.93
945710,DreadOut 2,1982,75.08
946050,Soda Dungeon 2,5582,94.18
947300,Grim Nights,1526,88.01
947600,Eroico,1363,86.79
948630,Hentai MineSweeper,1094,85.01
948740,AI: The Somnium Files,9063,91.56
948830,寄甡  Symbiotic Love,1647,91.92
949290,Winkeltje: The Little Shop,1795,88.52
949480,BROK the InvestiGator,1234,97.16
950460,Paradise Cleaning!,1324,93.2
950740,China: Mao's legacy,1037,91.61
950670,Gothic Playable Teaser,15232,70.05
950860,Spiral Clicker,1503,88.56
951000,Trap Shrine,1614,94.18
951240,Obenseuer,1492,94.37
951440,Volcanoids,9199,82.68
951430,Dead Age 2: The Zombie Survival RPG,1312,76.6
951830,The Last Sovereign,1065,95.31
952040,MUSYNX,6556,89.17
952060,Resident Evil 3,102656,82.26
952290,Zueirama,1511,94.37
952860,河洛群俠傳 (Ho Tu Lo Shu ： The Books of Dragon),10904,81.86
952250,SEPTEMBER 1999,2439,84.09
953490,CARRION,30211,94.6
953880,First Class Trouble,4167,79.48
954650,Druidstone: The Secret of the Menhir Forest,1380,82.83
954740,Terminator: Resistance,17977,91.64
955050,Bright Memory,32975,90.09
954870,Astrox Imperium,1205,85.48
955560,Evenicle,1313,92.31
955740,Mini Healer,2265,87.86
955900,Amazing Cultivation Simulator,23402,85.63
956030,Creaks,5702,94.91
956680,M.A.S.S. Builder,4018,86.06
957790,War Dust VR: 32v32 Battlefields,1625,80.43
957960,Inkulinati,1125,85.96
958260,DEAD OR ALIVE Xtreme Venus Vacation,28699,83.11
958480,Seed of the Dead,1100,79.09
958720,Second Chance,1125,84.53
959080,Unsung Warriors - Prologue,1433,94.91
960090,Bloons TD 6,381263,97.22
960170,DJMAX RESPECT V,33928,88.61
960420,Hello Neighbor: Hide and Seek,1254,83.97
960690,One Step From Eden,7588,93.33
960910,Heavy Rain,26752,85.27
960990,Beyond: Two Souls,38715,87.95
960980,Apsulov: End of Gods,1685,87.36
961200,Predecessor,16379,72.13
962130,Grounded,92617,89.67
962400,Granny,9288,94.04
962580,Summer in Mara,2136,74.86
962730,Skater XL - The Ultimate Skateboarding Game,19584,85.9
963000,Frog Detective 1: The Haunted Island,5429,92.13
963690,Hentai Girl Hime,4163,92.87
963930,Contractors,4612,83.52
964350,At Home Alone,1889,84.91
964440,Hell is Others,1157,74.76
964570,DCL - The Game,1063,78.36
964800,Prodeus,8007,92.47
965200,Walking Zombie 2,12998,87.52
965230,DORAEMON  STORY OF SEASONS,2183,81.36
965580,Root,5154,90.1
965680,Boomerang Fu,2848,96.73
965820,沉睡的法则 Things as They Are,1153,97.22
966320,Later Alligator,2980,96.17
966330,Flower,4918,79.73
966680,Red Matter,1158,90.33
967050,Pacify,42339,86.25
967250,DOKA 2 KISHKI EDITION,3612,83.78
968250,King of Retail,3547,87.88
968790,DYNASTY WARRIORS 7: Xtreme Legends Definitive Edition,1732,83.66
968870,Close To The Sun,1267,73.95
968970,Lumberjack's Dynasty,2766,70.9
969760,Omno,2704,91.9
969990,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,17640,94.04
970500,秦殇 (Prince of Qin),2474,78.38
970510,蓝宝石般的被害妄想少女/Damsel with persecutory delusion,1112,89.48
970570,CHAOS;CHILD,3764,93.57
970560,STEINS;GATE: My Darling's Embrace,1752,95.66
970830,The Dungeon Of Naheulbeuk: The Amulet Of Chaos,7874,87.24
970960,Rebel Cops,1783,75.72
971680,Montaro RE,1326,95.25
972660,Spiritfarer®: Farewell Edition,51527,95.04
973230,We Who Are About To Die,8137,88.19
973760,Thronebreaker: The Witcher Tales,16915,89.9
973810,Journey To The Savage Planet,6808,86.78
975370,Dwarf Fortress,30748,94.88
976010,I hate this game,2516,92.93
976310,Mortal Kombat11,112556,87.99
976390,9-nine-:Episode 1,1886,95.39
976730,Halo: The Master Chief Collection,255304,92.1
976890,Hidden Deep,4907,75.99
977400,Cell to Singularity - Evolution Never Ends,26158,89.69
977880,Eastward,16341,83.99
977950,A Dance of Fire and Ice,79505,94.1
978300,Saints Row®: The Third™ Remastered,4154,71.74
978460,Emily is Away <3,6541,91.35
978520,Legend of Keepers: Career of a Dungeon Manager,4650,78.67
978780,STORY OF SEASONS: Friends of Mineral Town,5614,93.39
979070,Just Die Already,3692,82.45
979080,Rebel Forces,1625,82.52
979060,Bloons Adventure Time TD,4626,87.18
979110,Space Haven,9691,86.1
979120,Autonauts,4908,89.59
979640,Cepheus Protocol,3484,76.32
979690,The Ascent,24124,73.81
979920,Supremacy: 1914,4217,73.87
980300,One Finger Death Punch 2,4476,96.29
980610,Quaver,16407,91.8
980940,My Little Blacksmith Shop,1164,70.27
981430,Gordian Quest,5916,88.79
981600,Eternium,4351,81.54
981750,CRYSTAR -クライスタ-,1243,79.24
982290,Airborne Kingdom,2325,86.8
982270,Dealer's Life,1301,93.47
983870,FOUNDRY,3487,80.99
983970,Haven,5891,88.71
984110,SYNTHETIK: Arena,2336,90.24
984780,MotoGP™19,1675,88.96
985890,Streets of Rage 4,19050,92.51
985830,SUCCUBUS,5078,76.41
986130,Shadows of Doubt,17052,82.72
986680,PAGUI打鬼,1267,83.03
986800,AVICII Invector,3356,96.99
987840,Expeditions: Rome,6445,87.71
988910,Super Mega Baseball 3,2087,91.33
989440,Phantom Abyss,2234,81.51
990050,Death end re;Quest,1387,76.57
990080,Hogwarts Legacy,362055,89.9
990380,METAL EDEN,1601,85.88
990630,The Last Campfire,18550,97.58
991170,Barn Finders,4335,82.03
991270,The Legend of Heroes: Trails of Cold Steel III,3131,91.18
991780,探灵笔记/拾遗记-1V5(Notes of Soul),16718,73.27
992070,Idle Wizard,1738,86.36
992310,Tails Noir: Prologue,4111,96.69
992300,嗜血印 Bloody Spell,38357,89.5
994140,Lightmatter,2850,91.47
994220,NEOVERSE,3752,84.17
994280,古剑奇谭三(Gujian3),48709,85.97
994730,圣女战旗 Banner of the Maid,8113,86.87
994910,Poker Master,5000,84.34
995460,Miracle Snack Shop,2281,97.11
995980,Fae Tactics,1699,84.99
996770,Moving Out,2243,80.07
996580,Spyro™ Reignited Trilogy,21569,93.77
997010,Police Simulator: Patrol Officers,21644,76.31
997380,The Sapling,1827,89.49
998400,Trans-Siberian Railway Simulator,1773,91.65
998740,Ring of Pain,5010,91.6
998930,Seek Girl,5161,77.41
998940,隐形守护者 The Invisible Guardian,51766,86.86
999020,Mega Man Zero/ZX Legacy Collection,2632,76.14
999220,Amnesia: Rebirth,9154,77.04
999860,Enemy On Board,1536,70.96
1000010,Crown Trick / 不思议的皇冠,5352,85.3
1000030,"Cook, Serve, Delicious! 3?!",2253,90.77
1000360,Hellish Quart,8111,88.87
1000410,WRATH: Aeon of Ruin,2885,72.2
1000760,Foregone,1392,81.47
1001270,Kebab Chefs! - Restaurant Simulator,7312,83.74
1002300,Fear & Hunger,20886,94.33
1002560,Tiny Snow,4160,93.75
1003090,Through the Darkest of Times,1133,83.85
1003520,Hentai Crush,2674,85.71
1003480,Fireboy & Watergirl: Elements,1096,86.5
1003590,Tetris® Effect: Connected,8657,94.72
1003890,Blacksad: Under the Skin,6667,83.53
1004240,Hentai Girl Karen,4411,94.06
1004640,FINAL FANTASY TACTICS - The Ivalice Chronicles,5741,90.26
1004750,WRC 8 FIA World Rally Championship,2231,73.73
1005300,The Jackbox Party Pack 6,3051,94.99
1005930,Timeflow – Life Sim,1603,92.83
1007040,EARTH DEFENSE FORCE 5,11273,94.33
1007350,Mirror Maker,1012,71.74
1008020,Lust Epidemic,1561,87.83
1008710,Wet Girl,3285,80.55
1009560,The Tenants,7656,79.15
1010890,Touhou Fantasia / 东方梦想曲,1486,95.9
1011190,SIMULACRA 2,1647,86.46
1011670,Totally Reliable Delivery Service,2075,78.17
1012030,Detective Girl of the Steam City,1957,91.98
1011940,Ideology in Friction,1725,86.67
1012110,Military Conflict: Vietnam,2019,90.64
1012630,Epido,1150,92.61
1012560,Snakeybus,2523,93.62
1012790,Into the Radius VR,11139,93.57
1012840,Moons of Madness,2884,77.43
1012880,60 Seconds! Reatomized,18609,94.42
1013140,Outcast - A New Beginning,1595,79.06
1013320,Firestone – Idle Clicker Online RPG,6649,77.24
1016600,Devil Slayer - Raksasi 斩妖Raksasi,2843,84.88
1016730,Deck of Ashes,1060,71.98
1016790,West of Dead,2143,71.96
1016800,Chernobylite Complete Edition,15114,82.18
1017180,The Long Drive,53441,89.07
1016960,Super Neptunia RPG,1057,78.24
1016920,Unrailed!,19432,93.26
1017100,Territory Idle,1687,79.02
1017900,Age of Empires: Definitive Edition,15060,84.16
1018010,Castlevania Anniversary Collection,2176,81.34
1018020,Contra Anniversary Collection,1419,75.83
1018160,MXGP 2019 - The Official Motocross Videogame,1250,91.04
1018850,Smile For Me,2919,96.44
1018830,Element TD 2 - Tower Defense,3142,90.1
1018800,DEEEER Simulator,4597,92.39
1019310,VirtuaVerse,1096,82.76
1020470,Evoland Legendary Edition,2595,80.58
1021210,Cyber Knights: Flashpoint,2581,93.65
1021770,Wanba Warriors,2714,88.91
1021950,When the Darkness comes,8403,92.29
1022450,War Selection,22972,85.45
1025250,Shadow Corridor,2130,90.66
1025440,Fantasy General II,1888,80.67
1025600,Battle Realms: Zen Edition,4154,88.06
1025960,BURIED STARS,2037,84.24
1026680,FINAL FANTASY VIII - REMASTERED,5226,74.76
1026840,Ultra Fight Da ! Kyanta 2,1212,96.2
1026820,Coloring Game,3936,92.07
1028310,BOOK OF HOURS,4131,89.4
1028570,Lofi Ping Pong,1807,85.67
1028630,Cricket 19,4011,91.65
1029210,30XX,2717,90.69
1029500,中华三国志 the Three Kingdoms of China,1373,86.09
1029550,Torque Drift,12565,76.28
1029690,Sniper Elite 5,28314,83.54
1029780,Going Medieval,19685,89.79
1029890,Layers of Fear 2 (2019),2340,71.79
1030300,Hollow Knight: Silksong,397121,89.06
1030830,Mafia II: Definitive Edition,36084,73.7
1030840,Mafia: Definitive Edition,104990,86.74
1031480,TouHou Makuka Sai ~ Fantastic Danmaku Festival Part II,2594,96.72
1031500,SUPER ROBOT WARS V,1808,91.1
1031510,SUPER ROBOT WARS X,2069,88.93
1032430,Blood Trail,7057,80.96
1032790,Journey of Greed,1324,89.2
1033420,9-nine-:Episode 2,1878,98.46
1034900,Blaster Master Zero,1056,92.9
1034860,GRANDIA HD Remaster,1667,89.98
1035120,Lust from Beyond,4335,81.06
1035510,Ultimate Zombie Defense,4631,84.95
1035990,Dialtown: Phone Dating Sim,2169,99.17
1036240,Definitely Not Fried Chicken,2447,73.72
1037020,ScourgeBringer,3187,86.38
1036950,Super Jigsaw Puzzle: Generations,1102,94.92
1037130,Dandy Ace,1301,87.24
1038370,Trials of Fire,3236,86.16
1038740,Fluffy Store,3736,96.92
1039880,Hellsplit: Arena,3945,84.44
1040200,Crime Scene Cleaner,29262,98.05
1040070,Merchant of the Skies,2251,86.1
1040230,Curious Expedition 2,4076,89.18
1040420,Dreamscaper,3139,87.96
1041840,Fight Angel Special Edition,1890,75.45
1041720,Kingdoms of Amalur: Re-Reckoning,7769,77.06
1041920,If Found...,2264,90.28
1042380,Hundred Days - Winemaking Simulator,1080,77.31
1042550,Digimon Story Cyber Sleuth: Complete Edition,12643,90.04
1042490,Call of the Sea,5817,88.04
1042800,"Warhammer 40,000: Inquisitor - Prophecy",3011,79.74
1042780,Pine,1838,73.94
1043340,No Time,2048,97.36
1043260,Gladiator Guild Manager,3854,81.29
1043180,Lovers of Aether,1585,93.69
1043390,FlowScape,1324,84.21
1043810,Tactical Breach Wizards,11403,98.1
1044620,Aokana - Four Rhythms Across the Blue,6351,97.12
1044720,Farthest Frontier,23482,86.62
1045520,Acting Lessons,5158,95.79
1045720,The Coma 2: Vicious Sisters,3394,95.67
1046030,ISLANDERS,16690,94.43
1046480,THE IDOLM@STER STARLIT SEASON,4695,93.63
1046400,Astalon: Tears of the Earth,1433,90.16
1046820,I'm on Observation Duty,2175,95.4
1046930,Dota Underlords,90967,82.23
1047220,Frog Detective 2: The Case of the Invisible Wizard,2138,95.18
1047440,DATE A LIVE: Rio Reincarnation,3720,94.87
1048100,Peekaboo,3277,78.97
1048370,Idle Skilling,2325,70.75
1048540,Kao the Kangaroo: Round 2 (2003 re-release),7922,93.25
1049280,Pilgrims,5984,96.41
